day,country_code,request_types,requests
2021-11-05,US,New Envelope,9102341.0
2021-11-05,US,RTIS,100245212.0
2021-11-05,US,Refresh,6734232.0
2021-11-05,US,auth,6835862.1030400014
2021-11-06,US,New Envelope,9701211.0
2021-11-06,US,RTIS,85768632.0
2021-11-06,US,Refresh,5477237.0
2021-11-06,US,auth,6877599.3158399994
2021-11-07,US,New Envelope,9314353.0
2021-11-07,US,RTIS,90264976.0
2021-11-07,US,Refresh,5411931.0
2021-11-07,US,auth,6640086.024319998
2021-11-08,US,New Envelope,10507555.0
2021-11-08,US,RTIS,106636571.0
2021-11-08,US,Refresh,7092563.0
2021-11-08,US,auth,7727667.4591999976
2021-11-09,US,New Envelope,10085616.0
2021-11-09,US,RTIS,105295105.0
2021-11-09,US,Refresh,7088044.0
2021-11-09,US,auth,7484626.199040005
2021-11-10,US,New Envelope,10292319.0
2021-11-10,US,RTIS,101389148.0
2021-11-10,US,Refresh,6985856.0
2021-11-10,US,auth,7578632.8473599991
2021-11-11,US,New Envelope,10278901.0
2021-11-11,US,RTIS,99567360.0
2021-11-11,US,Refresh,6912881.0
2021-11-11,US,auth,7553424.429440001
2021-11-12,US,New Envelope,10169880.0
2021-11-12,US,RTIS,97532687.0
2021-11-12,US,Refresh,6813308.0
2021-11-12,US,auth,7467009.9071999984
2021-11-13,US,New Envelope,9562465.0
2021-11-13,US,RTIS,84204017.0
2021-11-13,US,Refresh,5542070.0
2021-11-13,US,auth,6813596.7295999993
2021-11-14,US,New Envelope,10302787.0
2021-11-14,US,RTIS,87896081.0
2021-11-14,US,Refresh,5604860.0
2021-11-14,US,auth,7253196.577279998
2021-11-15,US,New Envelope,10640878.0
2021-11-15,US,RTIS,107418968.0
2021-11-15,US,Refresh,7213528.0
2021-11-15,US,auth,7833151.8003199995
2021-11-16,US,New Envelope,10075004.0
2021-11-16,US,RTIS,106579162.0
2021-11-16,US,Refresh,7116112.0
2021-11-16,US,auth,7485277.1737600006
2021-11-17,US,New Envelope,10079798.0
2021-11-17,US,RTIS,107403055.0
2021-11-17,US,Refresh,7286870.0
2021-11-17,US,auth,7529008.1651199916
2021-11-18,US,New Envelope,10080376.0
2021-11-18,US,RTIS,107053713.0
2021-11-18,US,Refresh,7273315.0
2021-11-18,US,auth,7526086.4134400012
2021-11-19,US,New Envelope,10075662.0
2021-11-19,US,RTIS,106648279.0
2021-11-19,US,Refresh,7139687.0
2021-11-19,US,auth,7491312.4972799951
2021-11-20,US,New Envelope,8549275.0
2021-11-20,US,RTIS,91338196.0
2021-11-20,US,Refresh,5701060.0
2021-11-20,US,auth,6270750.6560000051
2021-11-21,US,New Envelope,7379691.0
2021-11-21,US,RTIS,94796786.0
2021-11-21,US,Refresh,5687443.0
2021-11-21,US,auth,5596796.32704
2021-11-22,US,New Envelope,8038031.0
2021-11-22,US,RTIS,110904304.0
2021-11-22,US,Refresh,7203160.0
2021-11-22,US,auth,6338086.8966400009
2021-11-23,US,New Envelope,10110929.0
2021-11-23,US,RTIS,108650883.0
2021-11-23,US,Refresh,6636240.0
2021-11-23,US,auth,7390708.7257600036
2021-11-24,US,New Envelope,9486744.0
2021-11-24,US,RTIS,105273649.0
2021-11-24,US,Refresh,6070073.0
2021-11-24,US,auth,6896895.9993600072
2021-11-25,US,New Envelope,8502680.0
2021-11-25,US,RTIS,91121144.0
2021-11-25,US,Refresh,4665100.0
2021-11-25,US,auth,5995400.8192
2021-11-26,US,New Envelope,8676861.0
2021-11-26,US,RTIS,88592824.0
2021-11-26,US,Refresh,5341078.0
2021-11-26,US,auth,6257517.89184
2021-11-27,US,New Envelope,9020048.0
2021-11-27,US,RTIS,89249285.0
2021-11-27,US,Refresh,5193346.0
2021-11-27,US,auth,6418859.3651200011
2021-11-28,US,New Envelope,9925229.0
2021-11-28,US,RTIS,91605865.0
2021-11-28,US,Refresh,5233409.0
2021-11-28,US,auth,6947541.4777599992
2021-11-29,US,New Envelope,10389417.0
2021-11-29,US,RTIS,108993417.0
2021-11-29,US,Refresh,6869365.0
2021-11-29,US,auth,7606354.88448
2021-11-30,US,New Envelope,10156698.0
2021-11-30,US,RTIS,109795454.0
2021-11-30,US,Refresh,6926180.0
2021-11-30,US,auth,7486540.10112
2021-12-01,US,New Envelope,10043058.0
2021-12-01,US,RTIS,111378038.0
2021-12-01,US,Refresh,6895827.0
2021-12-01,US,auth,7414089.6595200021
2021-12-02,US,New Envelope,10290437.0
2021-12-02,US,RTIS,113370593.0
2021-12-02,US,Refresh,6892970.0
2021-12-02,US,auth,7555260.9932800028
2021-12-03,US,New Envelope,9987095.0
2021-12-03,US,RTIS,110728273.0
2021-12-03,US,Refresh,6690281.0
2021-12-03,US,auth,7332667.196800001
2021-12-04,US,New Envelope,9420169.0
2021-12-04,US,RTIS,99797822.0
2021-12-04,US,Refresh,5466491.0
2021-12-04,US,auth,6713859.5513599971
2021-12-05,US,New Envelope,9949936.0
2021-12-05,US,RTIS,104499433.0
2021-12-05,US,Refresh,5345705.0
2021-12-05,US,auth,6988660.4998400034
2021-12-06,US,New Envelope,10532357.0
2021-12-06,US,RTIS,119354960.0
2021-12-06,US,Refresh,6961060.0
2021-12-06,US,auth,7710329.1980800005
2021-12-07,US,New Envelope,10465318.0
2021-12-07,US,RTIS,117994999.0
2021-12-07,US,Refresh,6760298.0
2021-12-07,US,auth,7623703.4739200026
2021-12-08,US,New Envelope,10530617.0
2021-12-08,US,RTIS,116124724.0
2021-12-08,US,Refresh,6840848.0
2021-12-08,US,auth,7680480.5324799977
2021-12-09,US,New Envelope,10475361.0
2021-12-09,US,RTIS,115306470.0
2021-12-09,US,Refresh,6892927.0
2021-12-09,US,auth,7661293.4918400059
2021-12-10,US,New Envelope,10124386.0
2021-12-10,US,RTIS,114860903.0
2021-12-10,US,Refresh,6827280.0
2021-12-10,US,auth,7444275.1078400016
2021-12-11,US,New Envelope,9806688.0
2021-12-11,US,RTIS,103134059.0
2021-12-11,US,Refresh,5374586.0
2021-12-11,US,auth,6913447.8067200016
2021-12-12,US,New Envelope,9966493.0
2021-12-12,US,RTIS,102404651.0
2021-12-12,US,Refresh,5269063.0
2021-12-12,US,auth,6979760.8659200007
2021-12-13,US,New Envelope,10385064.0
2021-12-13,US,RTIS,119048239.0
2021-12-13,US,Refresh,6866145.0
2021-12-13,US,auth,7603085.9001600025
2021-12-14,US,New Envelope,10168039.0
2021-12-14,US,RTIS,118878967.0
2021-12-14,US,Refresh,7073625.0
2021-12-14,US,auth,7528430.2841599993
2021-12-15,US,New Envelope,10173478.0
2021-12-15,US,RTIS,114582391.0
2021-12-15,US,Refresh,7083062.0
2021-12-15,US,auth,7533814.1043200018
2021-12-16,US,New Envelope,10660275.0
2021-12-16,US,RTIS,112905116.0
2021-12-16,US,Refresh,7003414.0
2021-12-16,US,auth,7793847.4559999984
2021-12-17,US,New Envelope,10201195.0
2021-12-17,US,RTIS,107839590.0
2021-12-17,US,Refresh,6833407.0
2021-12-17,US,auth,7489790.9408
2021-12-18,US,New Envelope,9946809.0
2021-12-18,US,RTIS,97116758.0
2021-12-18,US,Refresh,5696109.0
2021-12-18,US,auth,7070964.312960011
2021-12-19,US,New Envelope,10266351.0
2021-12-19,US,RTIS,100180328.0
2021-12-19,US,Refresh,5448401.0
2021-12-19,US,auth,7194752.557440009
2021-12-20,US,New Envelope,10589363.0
2021-12-20,US,RTIS,112090959.0
2021-12-20,US,Refresh,6699872.0
2021-12-20,US,auth,7680333.5987200011
2021-12-21,US,New Envelope,10674020.0
2021-12-21,US,RTIS,110096143.0
2021-12-21,US,Refresh,6584407.0
2021-12-21,US,auth,7701167.70880001
2021-12-22,US,New Envelope,10140846.0
2021-12-22,US,RTIS,109676600.0
2021-12-22,US,Refresh,6467080.0
2021-12-22,US,auth,7367265.9302400006
2021-12-23,US,New Envelope,10107353.0
2021-12-23,US,RTIS,105298100.0
2021-12-23,US,Refresh,6130975.0
2021-12-23,US,auth,7267394.5043200012
2021-12-24,US,New Envelope,9509434.0
2021-12-24,US,RTIS,95257224.0
2021-12-24,US,Refresh,5156584.0
2021-12-24,US,auth,6690669.9929599995
2021-12-25,US,New Envelope,8930808.0
2021-12-25,US,RTIS,86939247.0
2021-12-25,US,Refresh,4373614.0
2021-12-25,US,auth,6170949.8995199976
2021-12-26,US,New Envelope,9726803.0
2021-12-26,US,RTIS,94969418.0
2021-12-26,US,Refresh,5158011.0
2021-12-26,US,auth,6815660.5523200044
2021-12-27,US,New Envelope,10720566.0
2021-12-27,US,RTIS,111128503.0
2021-12-27,US,Refresh,6415719.0
2021-12-27,US,auth,7687373.9270399958
2021-12-28,US,New Envelope,11254671.0
2021-12-28,US,RTIS,110523202.0
2021-12-28,US,Refresh,6916332.0
2021-12-28,US,auth,8113798.2182399994
2021-12-29,US,New Envelope,11519899.0
2021-12-29,US,RTIS,108048021.0
2021-12-29,US,Refresh,7628396.0
2021-12-29,US,auth,8436785.9225599971
2021-12-30,US,New Envelope,11260992.0
2021-12-30,US,RTIS,106846419.0
2021-12-30,US,Refresh,7664571.0
2021-12-30,US,auth,8297000.2924799956
2021-12-31,US,New Envelope,11144301.0
2021-12-31,US,RTIS,104279077.0
2021-12-31,US,Refresh,7022385.0
2021-12-31,US,auth,8075960.365439998
2022-01-01,US,New Envelope,10455539.0
2022-01-01,US,RTIS,96325883.0
2022-01-01,US,Refresh,6644717.0
2022-01-01,US,auth,7590356.3641599994
2022-01-02,US,New Envelope,11731146.0
2022-01-02,US,RTIS,103883549.0
2022-01-02,US,Refresh,7201902.0
2022-01-02,US,auth,8455564.8422399964
2022-01-03,US,New Envelope,11711012.0
2022-01-03,US,RTIS,115464396.0
2022-01-03,US,Refresh,8342493.0
2022-01-03,US,auth,8717761.0412800014
2022-01-04,US,New Envelope,11575530.0
2022-01-04,US,RTIS,115932142.0
2022-01-04,US,Refresh,8592374.0
2022-01-04,US,auth,8700041.6832000073
2022-01-05,US,New Envelope,12223626.0
2022-01-05,US,RTIS,116956992.0
2022-01-05,US,Refresh,8890592.0
2022-01-05,US,auth,9143258.17344
2022-01-06,US,New Envelope,12496763.0
2022-01-06,US,RTIS,117312166.0
2022-01-06,US,Refresh,9071148.0
2022-01-06,US,auth,9343219.2947199941
2022-01-07,US,New Envelope,12591264.0
2022-01-07,US,RTIS,111418124.0
2022-01-07,US,Refresh,9057163.0
2022-01-07,US,auth,9394053.5481600109
2022-01-08,US,New Envelope,11807079.0
2022-01-08,US,RTIS,100598404.0
2022-01-08,US,Refresh,8027179.0
2022-01-08,US,auth,8697174.3417600021
2022-01-09,US,New Envelope,12094291.0
2022-01-09,US,RTIS,105809146.0
2022-01-09,US,Refresh,8014980.0
2022-01-09,US,auth,8858945.4310400039
2022-01-10,US,New Envelope,12390482.0
2022-01-10,US,RTIS,121487433.0
2022-01-10,US,Refresh,9591046.0
2022-01-10,US,auth,9407049.0380800012
2022-01-11,US,New Envelope,11806747.0
2022-01-11,US,RTIS,114377645.0
2022-01-11,US,Refresh,9715961.0
2022-01-11,US,auth,9102291.63968
2022-01-12,US,New Envelope,11839088.0
2022-01-12,US,RTIS,113448324.0
2022-01-12,US,Refresh,9657475.0
2022-01-12,US,auth,9106800.62272
2022-01-13,US,New Envelope,11594364.0
2022-01-13,US,RTIS,114197624.0
2022-01-13,US,Refresh,9055365.0
2022-01-13,US,auth,8821959.6921600029
2022-01-14,US,New Envelope,11538201.0
2022-01-14,US,RTIS,109024695.0
2022-01-14,US,Refresh,9220536.0
2022-01-14,US,auth,8829394.6214399971
2022-01-15,US,New Envelope,12146580.0
2022-01-15,US,RTIS,102998572.0
2022-01-15,US,Refresh,8402060.0
2022-01-15,US,auth,8981829.2352000084
2022-01-16,US,New Envelope,12364320.0
2022-01-16,US,RTIS,110190223.0
2022-01-16,US,Refresh,8255812.0
2022-01-16,US,auth,9071590.5408000015
2022-01-17,US,New Envelope,12698799.0
2022-01-17,US,RTIS,112616262.0
2022-01-17,US,Refresh,8369966.0
2022-01-17,US,auth,9290791.1385600083
2022-01-18,US,New Envelope,12578497.0
2022-01-18,US,RTIS,116985615.0
2022-01-18,US,Refresh,10264237.0
2022-01-18,US,auth,9676430.1996800061
2022-01-19,US,New Envelope,11684440.0
2022-01-19,US,RTIS,112696142.0
2022-01-19,US,Refresh,9929571.0
2022-01-19,US,auth,9083422.3135999944
2022-01-20,US,New Envelope,11899819.0
2022-01-20,US,RTIS,111995996.0
2022-01-20,US,Refresh,10089864.0
2022-01-20,US,auth,9245399.5673600044
2022-01-21,US,New Envelope,12554268.0
2022-01-21,US,RTIS,109115869.0
2022-01-21,US,Refresh,10029228.0
2022-01-21,US,auth,9606134.1619200036
2022-01-22,US,New Envelope,12461267.0
2022-01-22,US,RTIS,102509410.0
2022-01-22,US,Refresh,8652491.0
2022-01-22,US,auth,9222386.788479995
2022-01-23,US,New Envelope,12010893.0
2022-01-23,US,RTIS,107064674.0
2022-01-23,US,Refresh,8463227.0
2022-01-23,US,auth,8918700.9619200025
2022-01-24,US,New Envelope,12164910.0
2022-01-24,US,RTIS,120530209.0
2022-01-24,US,Refresh,10076304.0
2022-01-24,US,auth,9394158.9504
2022-01-25,US,New Envelope,11954352.0
2022-01-25,US,RTIS,118722769.0
2022-01-25,US,Refresh,10378534.0
2022-01-25,US,auth,9345951.7708799988
2022-01-26,US,New Envelope,11673893.0
2022-01-26,US,RTIS,116227144.0
2022-01-26,US,Refresh,9903689.0
2022-01-26,US,auth,9071162.56192
2022-01-27,US,New Envelope,32423419.0
2022-01-27,US,RTIS,115221253.0
2022-01-27,US,Refresh,9701519.0
2022-01-27,US,auth,20921249.95136
2022-01-28,US,New Envelope,30255108.0
2022-01-28,US,RTIS,111846523.0
2022-01-28,US,Refresh,9755357.0
2022-01-28,US,auth,19690774.811520014
2022-01-29,US,New Envelope,12438356.0
2022-01-29,US,RTIS,102042095.0
2022-01-29,US,Refresh,8486034.0
2022-01-29,US,auth,9169299.0246400014
2022-01-30,US,New Envelope,12348869.0
2022-01-30,US,RTIS,103729273.0
2022-01-30,US,Refresh,8109410.0
2022-01-30,US,auth,9027593.839360008
2022-01-31,US,New Envelope,12545019.0
2022-01-31,US,RTIS,118012492.0
2022-01-31,US,Refresh,9909267.0
2022-01-31,US,auth,9572039.7753600031
2022-02-01,US,New Envelope,12265942.0
2022-02-01,US,RTIS,115079103.0
2022-02-01,US,Refresh,9985133.0
2022-02-01,US,auth,9430213.7004800066
2022-02-02,US,New Envelope,16606093.0
2022-02-02,US,RTIS,119201293.0
2022-02-02,US,Refresh,10420272.0
2022-02-02,US,auth,12023463.249919994
2022-02-03,US,New Envelope,44072538.0
2022-02-03,US,RTIS,121612884.0
2022-02-03,US,Refresh,10494690.0
2022-02-03,US,auth,27791681.790720005
2022-02-04,US,New Envelope,21415256.0
2022-02-04,US,RTIS,116887810.0
2022-02-04,US,Refresh,10404968.0
2022-02-04,US,auth,14777556.720639998
2022-02-05,US,New Envelope,12815650.0
2022-02-05,US,RTIS,102582284.0
2022-02-05,US,Refresh,8924808.0
2022-02-05,US,auth,9490960.256
2022-02-06,US,New Envelope,13099068.0
2022-02-06,US,RTIS,102399463.0
2022-02-06,US,Refresh,8681197.0
2022-02-06,US,auth,9595016.83392
2022-02-07,US,New Envelope,12984658.0
2022-02-07,US,RTIS,114676296.0
2022-02-07,US,Refresh,10507269.0
2022-02-07,US,auth,9967666.8435200043
2022-02-08,US,New Envelope,12948752.0
2022-02-08,US,RTIS,112556505.0
2022-02-08,US,Refresh,10691665.0
2022-02-08,US,auth,9991331.9468799941
2022-02-09,US,New Envelope,12774481.0
2022-02-09,US,RTIS,113025007.0
2022-02-09,US,Refresh,10785749.0
2022-02-09,US,auth,9913978.1446400024
2022-02-10,US,New Envelope,12644330.0
2022-02-10,US,RTIS,112895875.0
2022-02-10,US,Refresh,10949287.0
2022-02-10,US,auth,9878593.4752000049
2022-02-11,US,New Envelope,12509476.0
2022-02-11,US,RTIS,109789550.0
2022-02-11,US,Refresh,10600190.0
2022-02-11,US,auth,9717479.5174399912
2022-02-12,US,New Envelope,12210026.0
2022-02-12,US,RTIS,98714154.0
2022-02-12,US,Refresh,8643892.0
2022-02-12,US,auth,9076251.38944
2022-02-13,US,New Envelope,12755492.0
2022-02-13,US,RTIS,106521894.0
2022-02-13,US,Refresh,8688138.0
2022-02-13,US,auth,9399662.4524799976
2022-02-14,US,New Envelope,13662329.0
2022-02-14,US,RTIS,119994505.0
2022-02-14,US,Refresh,10761454.0
2022-02-14,US,auth,10417274.901759997
2022-02-15,US,New Envelope,13330147.0
2022-02-15,US,RTIS,114783726.0
2022-02-15,US,Refresh,11033284.0
2022-02-15,US,auth,10292027.655679997
2022-02-16,US,New Envelope,13258908.0
2022-02-16,US,RTIS,115278119.0
2022-02-16,US,Refresh,11177164.0
2022-02-16,US,auth,10285707.563520009
2022-02-17,US,New Envelope,12777712.0
2022-02-17,US,RTIS,117171953.0
2022-02-17,US,Refresh,11088141.0
2022-02-17,US,auth,9988405.0092799962
2022-02-18,US,New Envelope,13062663.0
2022-02-18,US,RTIS,111715673.0
2022-02-18,US,Refresh,9824118.0
2022-02-18,US,auth,9848441.79072
2022-02-19,US,New Envelope,12624811.0
2022-02-19,US,RTIS,96619736.0
2022-02-19,US,Refresh,7692714.0
2022-02-19,US,auth,9085822.9798399974
2022-02-20,US,New Envelope,13326116.0
2022-02-20,US,RTIS,98931282.0
2022-02-20,US,Refresh,7287259.0
2022-02-20,US,auth,9390670.1190400012
2022-02-21,US,New Envelope,13618050.0
2022-02-21,US,RTIS,114590079.0
2022-02-21,US,Refresh,8675349.0
2022-02-21,US,auth,9891218.35200001
2022-02-22,US,New Envelope,13579432.0
2022-02-22,US,RTIS,121266208.0
2022-02-22,US,Refresh,9758661.0
2022-02-22,US,auth,10129068.126079999
2022-02-23,US,New Envelope,13251610.0
2022-02-23,US,RTIS,117932636.0
2022-02-23,US,Refresh,9625078.0
2022-02-23,US,auth,9909021.958399998
2022-02-24,US,New Envelope,12977170.0
2022-02-24,US,RTIS,122750733.0
2022-02-24,US,Refresh,9807552.0
2022-02-24,US,auth,9795440.844800001
2022-02-25,US,New Envelope,12437037.0
2022-02-25,US,RTIS,114843222.0
2022-02-25,US,Refresh,9408510.0
2022-02-25,US,auth,9389936.8972799964
2022-02-26,US,New Envelope,12722488.0
2022-02-26,US,RTIS,100840381.0
2022-02-26,US,Refresh,7876767.0
2022-02-26,US,auth,9186007.5987200029
2022-02-27,US,New Envelope,13405663.0
2022-02-27,US,RTIS,104756908.0
2022-02-27,US,Refresh,8044128.0
2022-02-27,US,auth,9617934.110720003
2022-02-28,US,New Envelope,13103878.0
2022-02-28,US,RTIS,120273788.0
2022-02-28,US,Refresh,9713975.0
2022-02-28,US,auth,9845641.80032
2022-03-01,US,New Envelope,12677826.0
2022-03-01,US,RTIS,117520858.0
2022-03-01,US,Refresh,9703787.0
2022-03-01,US,auth,9598881.4214399979
2022-03-02,US,New Envelope,12038503.0
2022-03-02,US,RTIS,115015926.0
2022-03-02,US,Refresh,9644672.0
2022-03-02,US,auth,9218080.4403199982
2022-03-03,US,New Envelope,12228427.0
2022-03-03,US,RTIS,111559178.0
2022-03-03,US,Refresh,9726899.0
2022-03-03,US,auth,9346724.93888
2022-03-04,US,New Envelope,12148252.0
2022-03-04,US,RTIS,112388930.0
2022-03-04,US,Refresh,9163926.0
2022-03-04,US,auth,9165652.9397600014
2022-03-05,US,New Envelope,12340498.0
2022-03-05,US,RTIS,98715182.0
2022-03-05,US,Refresh,7535168.0
2022-03-05,US,auth,8885029.8507200032
2022-03-06,US,New Envelope,13038954.0
2022-03-06,US,RTIS,100129128.0
2022-03-06,US,Refresh,7510085.0
2022-03-06,US,auth,9279512.557200009
2022-03-07,US,New Envelope,13356161.0
2022-03-07,US,RTIS,116405269.0
2022-03-07,US,Refresh,9523517.0
2022-03-07,US,auth,9944631.3616000116
2022-03-08,US,New Envelope,12823078.0
2022-03-08,US,RTIS,116652224.0
2022-03-08,US,Refresh,9551657.0
2022-03-08,US,auth,9645691.31960001
2022-03-09,US,New Envelope,12803140.0
2022-03-09,US,RTIS,114051771.0
2022-03-09,US,Refresh,9722708.0
2022-03-09,US,auth,9675307.55672
2022-03-10,US,New Envelope,12444865.0
2022-03-10,US,RTIS,113232904.0
2022-03-10,US,Refresh,9685830.0
2022-03-10,US,auth,9460998.7397600058
2022-03-11,US,New Envelope,12704682.0
2022-03-11,US,RTIS,107907912.0
2022-03-11,US,Refresh,9197651.0
2022-03-11,US,auth,9492809.0860800017
2022-03-12,US,New Envelope,12762466.0
2022-03-12,US,RTIS,100924886.0
2022-03-12,US,Refresh,7921486.0
2022-03-12,US,auth,9219665.1430400126
2022-03-13,US,New Envelope,13197069.0
2022-03-13,US,RTIS,102156063.0
2022-03-13,US,Refresh,7759743.0
2022-03-13,US,auth,9430065.5673600044
2022-03-14,US,New Envelope,13298212.0
2022-03-14,US,RTIS,117430487.0
2022-03-14,US,Refresh,9476032.0
2022-03-14,US,auth,9899974.369280003
2022-03-15,US,New Envelope,13481268.0
2022-03-15,US,RTIS,114355366.0
2022-03-15,US,Refresh,9905014.0
2022-03-15,US,auth,10107901.68192
2022-03-16,US,New Envelope,12260954.0
2022-03-16,US,RTIS,112747120.0
2022-03-16,US,Refresh,9952142.0
2022-03-16,US,auth,9419435.5417600013
2022-03-17,US,New Envelope,12368131.0
2022-03-17,US,RTIS,111053445.0
2022-03-17,US,Refresh,9933839.0
2022-03-17,US,auth,9476502.4006400034
2022-03-18,US,New Envelope,12185216.0
2022-03-18,US,RTIS,103664520.0
2022-03-18,US,Refresh,9719420.0
2022-03-18,US,auth,9320151.06304
2022-03-19,US,New Envelope,11988139.0
2022-03-19,US,RTIS,93084718.0
2022-03-19,US,Refresh,8017064.0
2022-03-19,US,auth,8798573.78816
2022-03-20,US,New Envelope,12490424.0
2022-03-20,US,RTIS,94951618.0
2022-03-20,US,Refresh,7896661.0
2022-03-20,US,auth,9057707.378560001
2022-03-21,US,New Envelope,12933085.0
2022-03-21,US,RTIS,112586318.0
2022-03-21,US,Refresh,10343959.0
2022-03-21,US,auth,9898898.4224000014
2022-03-22,US,New Envelope,12689097.0
2022-03-22,US,RTIS,112533443.0
2022-03-22,US,Refresh,10430140.0
2022-03-22,US,auth,9779669.3836800046
2022-03-23,US,New Envelope,12620386.0
2022-03-23,US,RTIS,110961437.0
2022-03-23,US,Refresh,10563028.0
2022-03-23,US,auth,9772160.8678400014
2022-03-24,US,New Envelope,13111191.0
2022-03-24,US,RTIS,110436106.0
2022-03-24,US,Refresh,10622318.0
2022-03-24,US,auth,10067837.687039996
2022-03-25,US,New Envelope,13239590.0
2022-03-25,US,RTIS,104753213.0
2022-03-25,US,Refresh,10113061.0
2022-03-25,US,auth,10019245.129600001
2022-03-26,US,New Envelope,12209733.0
2022-03-26,US,RTIS,93618313.0
2022-03-26,US,Refresh,8407146.0
2022-03-26,US,auth,9019264.33152
2022-03-27,US,New Envelope,13088881.0
2022-03-27,US,RTIS,96221750.0
2022-03-27,US,Refresh,8432568.0
2022-03-27,US,auth,9529504.2406400051
2022-03-28,US,New Envelope,13003874.0
2022-03-28,US,RTIS,124306371.0
2022-03-28,US,Refresh,10949280.0
2022-03-28,US,auth,10084768.706559991
2022-03-29,US,New Envelope,13325482.0
2022-03-29,US,RTIS,111009494.0
2022-03-29,US,Refresh,10953575.0
2022-03-29,US,auth,10270222.398079993
2022-03-30,US,New Envelope,12992088.0
2022-03-30,US,RTIS,109883044.0
2022-03-30,US,Refresh,10917058.0
2022-03-30,US,auth,10070276.862720003
2022-03-31,US,New Envelope,13752997.0
2022-03-31,US,RTIS,108754888.0
2022-03-31,US,Refresh,10766718.0
2022-03-31,US,auth,10470530.919680005
2022-04-01,US,New Envelope,12780307.0
2022-04-01,US,RTIS,102997891.0
2022-04-01,US,Refresh,10396620.0
2022-04-01,US,auth,9823928.0460800044
2022-04-02,US,New Envelope,12450386.0
2022-04-02,US,RTIS,90982182.0
2022-04-02,US,Refresh,8481530.0
2022-04-02,US,auth,9175116.5478400066
2022-04-03,US,New Envelope,13407839.0
2022-04-03,US,RTIS,96374903.0
2022-04-03,US,Refresh,8700891.0
2022-04-03,US,auth,9776805.0361600015
2022-04-04,US,New Envelope,13186312.0
2022-04-04,US,RTIS,108288675.0
2022-04-04,US,Refresh,11075152.0
2022-04-04,US,auth,10219595.233280005
2022-04-05,US,New Envelope,13411575.0
2022-04-05,US,RTIS,106920759.0
2022-04-05,US,Refresh,11247132.0
2022-04-05,US,auth,10390045.248000002
2022-04-06,US,New Envelope,13347745.0
2022-04-06,US,RTIS,105675534.0
2022-04-06,US,Refresh,11235608.0
2022-04-06,US,auth,10350676.812800009
2022-04-07,US,New Envelope,13815486.0
2022-04-07,US,RTIS,113129485.0
2022-04-07,US,Refresh,11201777.0
2022-04-07,US,auth,10610778.77184
2022-04-08,US,New Envelope,12795861.0
2022-04-08,US,RTIS,107192227.0
2022-04-08,US,Refresh,10706569.0
2022-04-08,US,auth,9907235.091839999
2022-04-09,US,New Envelope,12942746.0
2022-04-09,US,RTIS,94039703.0
2022-04-09,US,Refresh,9201536.0
2022-04-09,US,auth,9630256.9062400069
2022-04-10,US,New Envelope,13845211.0
2022-04-10,US,RTIS,93691977.0
2022-04-10,US,Refresh,9062466.0
2022-04-10,US,auth,10114389.635840006
2022-04-11,US,New Envelope,13286428.0
2022-04-11,US,RTIS,109075507.0
2022-04-11,US,Refresh,11250466.0
2022-04-11,US,auth,10319081.112320004
2022-04-12,US,New Envelope,13096461.0
2022-04-12,US,RTIS,110427668.0
2022-04-12,US,Refresh,11594920.0
2022-04-12,US,auth,10292815.395840012
2022-04-13,US,New Envelope,13171571.0
2022-04-13,US,RTIS,106263213.0
2022-04-13,US,Refresh,11364076.0
2022-04-13,US,auth,10280483.91424
2022-04-14,US,New Envelope,12677058.0
2022-04-14,US,RTIS,103037765.0
2022-04-14,US,Refresh,10680086.0
2022-04-14,US,auth,9832752.77952001
2022-04-15,US,New Envelope,12388792.0
2022-04-15,US,RTIS,95908397.0
2022-04-15,US,Refresh,9794779.0
2022-04-15,US,auth,9454975.84448
2022-04-16,US,New Envelope,12245070.0
2022-04-16,US,RTIS,89366851.0
2022-04-16,US,Refresh,8237785.0
2022-04-16,US,auth,8998881.3407999985
2022-04-17,US,New Envelope,12957152.0
2022-04-17,US,RTIS,89894832.0
2022-04-17,US,Refresh,8699725.0
2022-04-17,US,auth,9518083.2428799942
2022-04-18,US,New Envelope,13253006.0
2022-04-18,US,RTIS,106759446.0
2022-04-18,US,Refresh,11004069.0
2022-04-18,US,auth,10240780.320640005
2022-04-19,US,New Envelope,13141144.0
2022-04-19,US,RTIS,108795913.0
2022-04-19,US,Refresh,11266431.0
2022-04-19,US,auth,10239601.05536
2022-04-20,US,New Envelope,13025997.0
2022-04-20,US,RTIS,107922809.0
2022-04-20,US,Refresh,11479610.0
2022-04-20,US,auth,10224734.11968
2022-04-21,US,New Envelope,13041422.0
2022-04-21,US,RTIS,107594388.0
2022-04-21,US,Refresh,11565670.0
2022-04-21,US,auth,10254233.831680004
2022-04-22,US,New Envelope,12654687.0
2022-04-22,US,RTIS,100855564.0
2022-04-22,US,Refresh,10631672.0
2022-04-22,US,auth,9808304.9932799954
2022-04-23,US,New Envelope,12772872.0
2022-04-23,US,RTIS,86385680.0
2022-04-23,US,Refresh,9016274.0
2022-04-23,US,auth,9488381.47968
2022-04-24,US,New Envelope,12837861.0
2022-04-24,US,RTIS,91604943.0
2022-04-24,US,Refresh,9144665.0
2022-04-24,US,auth,9556462.6118399967
2022-04-25,US,New Envelope,13697351.0
2022-04-25,US,RTIS,109873989.0
2022-04-25,US,Refresh,11852883.0
