day,country_code,request_types,requests
2022-04-25,US,auth,10699300.877440004
2022-04-26,US,New Envelope,13773701.0
2022-04-26,US,RTIS,109567324.0
2022-04-26,US,Refresh,11940449.0
2022-04-26,US,auth,10764098.861440007
2022-04-27,US,New Envelope,13039719.0
2022-04-27,US,RTIS,108204947.0
2022-04-27,US,Refresh,11878716.0
2022-04-27,US,auth,10328388.303360004
2022-04-28,US,New Envelope,13394436.0
2022-04-28,US,RTIS,108126649.0
2022-04-28,US,Refresh,11818916.0
2022-04-28,US,auth,10517445.219840007
2022-04-29,US,New Envelope,13128441.0
2022-04-29,US,RTIS,105187423.0
2022-04-29,US,Refresh,11424313.0
2022-04-29,US,auth,10270208.327040004
2022-04-30,US,New Envelope,13336006.0
2022-04-30,US,RTIS,95586143.0
2022-04-30,US,Refresh,9877877.0
2022-04-30,US,auth,10018089.760639997
2022-05-01,US,New Envelope,12970654.0
2022-05-01,US,RTIS,96755401.0
2022-05-01,US,Refresh,9343265.0
2022-05-01,US,auth,9680275.42976
2022-05-02,US,New Envelope,14394190.0
2022-05-02,US,RTIS,111817700.0
2022-05-02,US,Refresh,11832995.0
2022-05-02,US,auth,11094123.113599995
2022-05-03,US,New Envelope,13910296.0
2022-05-03,US,RTIS,111213136.0
2022-05-03,US,Refresh,12017615.0
2022-05-03,US,auth,10860947.73824
2022-05-04,US,New Envelope,13520781.0
2022-05-04,US,RTIS,109789026.0
2022-05-04,US,Refresh,12133337.0
2022-05-04,US,auth,10665357.536640001
2022-05-05,US,New Envelope,13379270.0
2022-05-05,US,RTIS,106740385.0
2022-05-05,US,Refresh,11704536.0
2022-05-05,US,auth,10481297.228799999
2022-05-06,US,New Envelope,13607703.0
2022-05-06,US,RTIS,104633089.0
2022-05-06,US,Refresh,11175063.0
2022-05-06,US,auth,10485216.328319998
2022-05-07,US,New Envelope,12616600.0
2022-05-07,US,RTIS,90542297.0
2022-05-07,US,Refresh,8967826.0
2022-05-07,US,auth,9387141.3439999986
2022-05-08,US,New Envelope,13014861.0
2022-05-08,US,RTIS,86263941.0
2022-05-08,US,Refresh,8645788.0
2022-05-08,US,auth,9538231.0118399989
2022-05-09,US,New Envelope,14084164.0
2022-05-09,US,RTIS,99569898.0
2022-05-09,US,Refresh,11532809.0
2022-05-09,US,auth,10844297.164159996
2022-05-10,US,New Envelope,13294053.0
2022-05-10,US,RTIS,98688355.0
2022-05-10,US,Refresh,11561828.0
2022-05-10,US,auth,10398180.472320007
2022-05-11,US,New Envelope,12447514.0
2022-05-11,US,RTIS,97642513.0
2022-05-11,US,Refresh,11764572.0
2022-05-11,US,auth,9961399.7081600018
2022-05-12,US,New Envelope,15019191.0
2022-05-12,US,RTIS,97675134.0
2022-05-12,US,Refresh,11490634.0
2022-05-12,US,auth,11370357.047040002
2022-05-13,US,New Envelope,13491277.0
2022-05-13,US,RTIS,93087978.0
2022-05-13,US,Refresh,11055854.0
2022-05-13,US,auth,10389842.919440005
2022-05-14,US,New Envelope,12764623.0
2022-05-14,US,RTIS,79357668.0
2022-05-14,US,Refresh,9012364.0
2022-05-14,US,auth,9482712.7731200047
2022-05-15,US,New Envelope,14073632.0
2022-05-15,US,RTIS,82753974.0
2022-05-15,US,Refresh,9086076.0
2022-05-15,US,auth,10251041.77408
2022-05-16,US,New Envelope,14187920.0
2022-05-16,US,RTIS,100115745.0
2022-05-16,US,Refresh,11473169.0
2022-05-16,US,auth,10889481.404800002
2022-05-17,US,New Envelope,13787507.0
2022-05-17,US,RTIS,97603083.0
2022-05-17,US,Refresh,11830973.0
2022-05-17,US,auth,10745741.53408
2022-05-18,US,New Envelope,13615708.0
2022-05-18,US,RTIS,98945934.0
2022-05-18,US,Refresh,12039633.0
2022-05-18,US,auth,10697303.51552
2022-05-19,US,New Envelope,13635850.0
2022-05-19,US,RTIS,96188595.0
2022-05-19,US,Refresh,11474355.0
2022-05-19,US,auth,10573187.024000002
2022-05-20,US,New Envelope,13156427.0
2022-05-20,US,RTIS,92459800.0
2022-05-20,US,Refresh,11138230.0
2022-05-20,US,auth,10217596.698879994
2022-05-21,US,New Envelope,13181108.0
2022-05-21,US,RTIS,79947405.0
2022-05-21,US,Refresh,8846338.0
2022-05-21,US,auth,9681695.6915200017
2022-05-22,US,New Envelope,12842332.0
2022-05-22,US,RTIS,82743392.0
2022-05-22,US,Refresh,8869088.0
2022-05-22,US,auth,9492887.9820800051
2022-05-23,US,New Envelope,14378322.0
2022-05-23,US,RTIS,96889160.0
2022-05-23,US,Refresh,11369725.0
2022-05-23,US,auth,10973838.967679998
2022-05-24,US,New Envelope,11338679.0
2022-05-24,US,RTIS,79822404.0
2022-05-24,US,Refresh,9659132.0
2022-05-24,US,auth,8820244.072
2022-05-25,US,New Envelope,17022681.0
2022-05-25,US,RTIS,101741939.0
2022-05-25,US,Refresh,11599839.0
2022-05-25,US,auth,12545447.858880015
2022-05-26,US,New Envelope,13226483.0
2022-05-26,US,RTIS,92828923.0
2022-05-26,US,Refresh,11234296.0
2022-05-26,US,auth,10280825.604640003
2022-05-27,US,New Envelope,15419328.0
2022-05-27,US,RTIS,82637514.0
2022-05-27,US,Refresh,10549730.0
2022-05-27,US,auth,11373994.878
2022-05-28,US,New Envelope,15099814.0
2022-05-28,US,RTIS,71017336.0
2022-05-28,US,Refresh,8465243.0
2022-05-28,US,auth,10690495.660159994
2022-05-29,US,New Envelope,15382604.0
2022-05-29,US,RTIS,72145178.0
2022-05-29,US,Refresh,8054105.0
2022-05-29,US,auth,10753985.63776
2022-05-30,US,New Envelope,16326712.0
2022-05-30,US,RTIS,80584621.0
2022-05-30,US,Refresh,8816686.0
2022-05-30,US,auth,11478394.369280001
2022-05-31,US,New Envelope,16235471.0
2022-05-31,US,RTIS,93277194.0
2022-05-31,US,Refresh,10989345.0
2022-05-31,US,auth,11947511.290240003
2022-06-01,US,New Envelope,16220259.0
2022-06-01,US,RTIS,93792093.0
2022-06-01,US,Refresh,11483148.0
2022-06-01,US,auth,12057301.223760007
2022-06-02,US,New Envelope,16514578.0
2022-06-02,US,RTIS,91497704.0
2022-06-02,US,Refresh,11047294.0
2022-06-02,US,auth,12121470.168320004
2022-06-03,US,New Envelope,15593771.0
2022-06-03,US,RTIS,85010037.0
2022-06-03,US,Refresh,10805402.0
2022-06-03,US,auth,11535388.52224
2022-06-04,US,New Envelope,15611892.0
2022-06-04,US,RTIS,74410461.0
2022-06-04,US,Refresh,8937368.0
2022-06-04,US,auth,11097451.668480003
2022-06-05,US,New Envelope,16368001.0
2022-06-05,US,RTIS,77049542.0
2022-06-05,US,Refresh,8915290.0
2022-06-05,US,auth,11525736.093440011
2022-06-06,US,New Envelope,13475839.0
2022-06-06,US,RTIS,94032323.0
2022-06-06,US,Refresh,10953406.0
2022-06-06,US,auth,10356402.556160009
2022-06-07,US,New Envelope,17068871.0
2022-06-07,US,RTIS,94725865.0
2022-06-07,US,Refresh,11226913.0
2022-06-07,US,auth,12482815.30624
2022-06-08,US,New Envelope,18740013.0
2022-06-08,US,RTIS,93003727.0
2022-06-08,US,Refresh,11492588.0
2022-06-08,US,auth,13506596.588880016
2022-06-09,US,New Envelope,16954044.0
2022-06-09,US,RTIS,90767240.0
2022-06-09,US,Refresh,11154281.0
2022-06-09,US,auth,12399436.095600003
2022-06-10,US,New Envelope,16372060.0
2022-06-10,US,RTIS,88125358.0
2022-06-10,US,Refresh,10484442.0
2022-06-10,US,auth,11907535.989680015
2022-06-11,US,New Envelope,17180660.0
2022-06-11,US,RTIS,76580961.0
2022-06-11,US,Refresh,9588827.0
2022-06-11,US,auth,12174369.915520007
2022-06-12,US,New Envelope,18336845.0
2022-06-12,US,RTIS,79499428.0
2022-06-12,US,Refresh,9107424.0
2022-06-12,US,auth,12704532.060400005
2022-06-13,US,New Envelope,20406189.0
2022-06-13,US,RTIS,92664036.0
2022-06-13,US,Refresh,10774039.0
2022-06-13,US,auth,14365161.743999993
2022-06-14,US,New Envelope,17776011.0
2022-06-14,US,RTIS,91849436.0
2022-06-14,US,Refresh,11069721.0
2022-06-14,US,auth,12913349.810400004
2022-06-15,US,New Envelope,17455158.0
2022-06-15,US,RTIS,90323726.0
2022-06-15,US,Refresh,11027549.0
2022-06-15,US,auth,12706370.9172
2022-06-16,US,New Envelope,18192742.0
2022-06-16,US,RTIS,88480711.0
2022-06-16,US,Refresh,10604212.0
2022-06-16,US,auth,13007298.792080007
2022-06-17,US,New Envelope,17828657.0
2022-06-17,US,RTIS,84244690.0
2022-06-17,US,Refresh,10568377.0
2022-06-17,US,auth,12778426.752399996
2022-06-18,US,New Envelope,17367454.0
2022-06-18,US,RTIS,71254593.0
2022-06-18,US,Refresh,8590171.0
2022-06-18,US,auth,12032581.764079997
2022-06-19,US,New Envelope,17209415.0
2022-06-19,US,RTIS,71310870.0
2022-06-19,US,Refresh,8311073.0
2022-06-19,US,auth,11872021.5844
2022-06-20,US,New Envelope,18646829.0
2022-06-20,US,RTIS,85490003.0
2022-06-20,US,Refresh,10236118.0
2022-06-20,US,auth,13156060.702720007
2022-06-21,US,New Envelope,18619255.0
2022-06-21,US,RTIS,88866606.0
2022-06-21,US,Refresh,10983148.0
2022-06-21,US,auth,13316225.643440003
2022-06-22,US,New Envelope,17615739.0
2022-06-22,US,RTIS,88819273.0
2022-06-22,US,Refresh,11491109.0
2022-06-22,US,auth,12859435.608720005
2022-06-23,US,New Envelope,18350864.0
2022-06-23,US,RTIS,88825394.0
2022-06-23,US,Refresh,11039868.0
2022-06-23,US,auth,13172688.308080005
2022-06-24,US,New Envelope,16782718.0
2022-06-24,US,RTIS,89519430.0
2022-06-24,US,Refresh,10664677.0
2022-06-24,US,auth,12183404.67272
2022-06-25,US,New Envelope,16708186.0
2022-06-25,US,RTIS,76435407.0
2022-06-25,US,Refresh,8532221.0
2022-06-25,US,auth,11628875.219840001
2022-06-26,US,New Envelope,16760115.0
2022-06-26,US,RTIS,79339269.0
2022-06-26,US,Refresh,8443269.0
2022-06-26,US,auth,11637304.9056
2022-06-27,US,New Envelope,20784897.0
2022-06-27,US,RTIS,94496431.0
2022-06-27,US,Refresh,10786793.0
2022-06-27,US,auth,14507721.732240003
2022-06-28,US,New Envelope,17109652.0
2022-06-28,US,RTIS,92393102.0
2022-06-28,US,Refresh,10865464.0
2022-06-28,US,auth,12419111.928079994
2022-06-29,US,New Envelope,16466378.0
2022-06-29,US,RTIS,93302314.0
2022-06-29,US,Refresh,10921302.0
2022-06-29,US,auth,12064075.06768
2022-06-30,US,New Envelope,17378552.0
2022-06-30,US,RTIS,90987798.0
2022-06-30,US,Refresh,10612104.0
2022-06-30,US,auth,12513532.127679992
2022-07-01,US,New Envelope,16309840.0
2022-07-01,US,RTIS,86219621.0
2022-07-01,US,Refresh,10240846.0
2022-07-01,US,auth,11811814.003520004
2022-07-02,US,New Envelope,17217747.0
2022-07-02,US,RTIS,78091463.0
2022-07-02,US,Refresh,8423609.0
2022-07-02,US,auth,11896370.552160013
2022-07-03,US,New Envelope,18061374.0
2022-07-03,US,RTIS,77693111.0
2022-07-03,US,Refresh,8250252.0
2022-07-03,US,auth,12338654.231999999
2022-07-04,US,New Envelope,17535108.0
2022-07-04,US,RTIS,82315830.0
2022-07-04,US,Refresh,8517116.0
2022-07-04,US,auth,12101165.52768
2022-07-05,US,New Envelope,16978603.0
2022-07-05,US,RTIS,93803074.0
2022-07-05,US,Refresh,10502857.0
2022-07-05,US,auth,12259076.519360015
2022-07-06,US,New Envelope,17916767.0
2022-07-06,US,RTIS,96773443.0
2022-07-06,US,Refresh,10924810.0
2022-07-06,US,auth,12898743.408640003
2022-07-07,US,New Envelope,17529829.0
2022-07-07,US,RTIS,96999149.0
2022-07-07,US,Refresh,11086789.0
2022-07-07,US,auth,12715802.005280012
2022-07-08,US,New Envelope,17505473.0
2022-07-08,US,RTIS,93924428.0
2022-07-08,US,Refresh,10699731.0
2022-07-08,US,auth,12608928.135759993
2022-07-09,US,New Envelope,17771896.0
2022-07-09,US,RTIS,78105664.0
2022-07-09,US,Refresh,8666867.0
2022-07-09,US,auth,12273729.494719995
2022-07-10,US,New Envelope,18144854.0
2022-07-10,US,RTIS,78331899.0
2022-07-10,US,Refresh,8586566.0
2022-07-10,US,auth,12468310.21264
2022-07-11,US,New Envelope,18602909.0
2022-07-11,US,RTIS,91836580.0
2022-07-11,US,Refresh,10670682.0
2022-07-11,US,auth,13285091.832159998
2022-07-12,US,New Envelope,20718995.0
2022-07-12,US,RTIS,90725099.0
2022-07-12,US,Refresh,11391458.0
2022-07-12,US,auth,14804253.753279999
2022-07-13,US,New Envelope,17645572.0
2022-07-13,US,RTIS,89612135.0
2022-07-13,US,Refresh,11167224.0
2022-07-13,US,auth,12837923.923280004
2022-07-14,US,New Envelope,18165276.0
2022-07-14,US,RTIS,86740668.0
2022-07-14,US,Refresh,10994296.0
2022-07-14,US,auth,13071201.166079998
2022-07-15,US,New Envelope,17317376.0
2022-07-15,US,RTIS,71146616.0
2022-07-15,US,Refresh,10491737.0
2022-07-15,US,auth,12458786.848240003
2022-07-16,US,New Envelope,16682349.0
2022-07-16,US,RTIS,62880437.0
2022-07-16,US,Refresh,8694134.0
2022-07-16,US,auth,11661110.52024
2022-07-17,US,New Envelope,17643994.0
2022-07-17,US,RTIS,64771371.0
2022-07-17,US,Refresh,8640392.0
2022-07-17,US,auth,12198770.43584
2022-07-18,US,New Envelope,18657282.0
2022-07-18,US,RTIS,76611945.0
2022-07-18,US,Refresh,10940140.0
2022-07-18,US,auth,13330592.104080003
2022-07-19,US,New Envelope,17575107.0
2022-07-19,US,RTIS,74482128.0
2022-07-19,US,Refresh,10306793.0
2022-07-19,US,auth,12556609.725839991
2022-07-20,US,New Envelope,18290126.0
2022-07-20,US,RTIS,73291870.0
2022-07-20,US,Refresh,10577324.0
2022-07-20,US,auth,13032029.806720007
2022-07-21,US,New Envelope,17729922.0
2022-07-21,US,RTIS,73818444.0
2022-07-21,US,Refresh,10545555.0
2022-07-21,US,auth,12704420.205119994
2022-07-22,US,New Envelope,18124977.0
2022-07-22,US,RTIS,69913364.0
2022-07-22,US,Refresh,10095018.0
2022-07-22,US,auth,12826777.643280003
2022-07-23,US,New Envelope,17064240.0
2022-07-23,US,RTIS,62578367.0
2022-07-23,US,Refresh,8441384.0
2022-07-23,US,auth,11826443.201040003
2022-07-24,US,New Envelope,19723342.0
2022-07-24,US,RTIS,65720411.0
2022-07-24,US,Refresh,8388772.0
2022-07-24,US,auth,13342615.895600008
2022-07-25,US,New Envelope,18792357.0
2022-07-25,US,RTIS,76051683.0
2022-07-25,US,Refresh,10490425.0
2022-07-25,US,auth,13325867.260320004
2022-07-26,US,New Envelope,19382836.0
2022-07-26,US,RTIS,75639514.0
2022-07-26,US,Refresh,10793268.0
2022-07-26,US,auth,13860903.681199988
2022-07-27,US,New Envelope,22351090.0
2022-07-27,US,RTIS,75156792.0
2022-07-27,US,Refresh,10981174.0
2022-07-27,US,auth,15615002.042000001
2022-07-28,US,New Envelope,18971955.0
2022-07-28,US,RTIS,74056587.0
2022-07-28,US,Refresh,10816596.0
2022-07-28,US,auth,13588493.384879997
2022-07-29,US,New Envelope,22062776.0
2022-07-29,US,RTIS,70561620.0
2022-07-29,US,Refresh,10461099.0
2022-07-29,US,auth,15318934.025439998
2022-07-30,US,New Envelope,19361616.0
2022-07-30,US,RTIS,64406867.0
2022-07-30,US,Refresh,8657074.0
2022-07-30,US,auth,13387776.718080001
2022-07-31,US,New Envelope,20105955.0
2022-07-31,US,RTIS,65266412.0
2022-07-31,US,Refresh,8542720.0
2022-07-31,US,auth,13749140.68872
2022-08-01,US,New Envelope,22374328.0
2022-08-01,US,RTIS,74622406.0
2022-08-01,US,Refresh,10511831.0
2022-08-01,US,auth,15515338.044560004
2022-08-02,US,New Envelope,23514464.0
2022-08-02,US,RTIS,74653594.0
2022-08-02,US,Refresh,10907995.0
2022-08-02,US,auth,16305602.572239997
2022-08-03,US,New Envelope,56082291.0
2022-08-03,US,RTIS,74589013.0
2022-08-03,US,Refresh,10793223.0
2022-08-03,US,auth,34956011.063039988
2022-08-04,US,New Envelope,62539597.0
2022-08-04,US,RTIS,74646576.0
2022-08-04,US,Refresh,10936886.0
2022-08-04,US,auth,38651337.5972
2022-08-05,US,New Envelope,60323622.0
2022-08-05,US,RTIS,72356184.0
2022-08-05,US,Refresh,10224476.0
2022-08-05,US,auth,37216980.865679979
2022-08-06,US,New Envelope,31266682.0
2022-08-06,US,RTIS,65065744.0
2022-08-06,US,Refresh,8876019.0
2022-08-06,US,auth,20249391.390799992
2022-08-07,US,New Envelope,33566296.0
2022-08-07,US,RTIS,66515425.0
2022-08-07,US,Refresh,8599049.0
2022-08-07,US,auth,21486068.098880012
2022-08-08,US,New Envelope,32707639.0
2022-08-08,US,RTIS,78805826.0
2022-08-08,US,Refresh,10714572.0
2022-08-08,US,auth,21497787.276320007
2022-08-09,US,New Envelope,35876678.0
2022-08-09,US,RTIS,77475704.0
2022-08-09,US,Refresh,11295050.0
2022-08-09,US,auth,23468451.335199967
2022-08-10,US,New Envelope,39123397.0
2022-08-10,US,RTIS,75119695.0
2022-08-10,US,Refresh,11420690.0
2022-08-10,US,auth,25370275.814
2022-08-11,US,New Envelope,31285937.0
2022-08-11,US,RTIS,73672380.0
2022-08-11,US,Refresh,14669839.0
2022-08-11,US,auth,21641644.981840007
2022-08-12,US,New Envelope,20445567.0
2022-08-12,US,RTIS,73445102.0
2022-08-12,US,Refresh,19223581.0
2022-08-12,US,auth,16513281.579120008
2022-08-13,US,New Envelope,20538962.0
2022-08-13,US,RTIS,63489470.0
2022-08-13,US,Refresh,17896538.0
2022-08-13,US,auth,16254237.90808001
2022-08-14,US,New Envelope,19954772.0
2022-08-14,US,RTIS,68004569.0
2022-08-14,US,Refresh,18474989.0
2022-08-14,US,auth,16056407.64808
2022-08-15,US,New Envelope,54014764.0
2022-08-15,US,RTIS,75932420.0
2022-08-15,US,Refresh,20045566.0
2022-08-15,US,auth,35963811.729199983
2022-08-16,US,New Envelope,44088382.0
2022-08-16,US,RTIS,74379254.0
2022-08-16,US,Refresh,20113613.0
2022-08-16,US,auth,30292209.202880003
2022-08-17,US,New Envelope,33569268.0
2022-08-17,US,RTIS,77569533.0
2022-08-17,US,Refresh,19985765.0
2022-08-17,US,auth,24237952.757279996
2022-08-18,US,New Envelope,31283604.0
2022-08-18,US,RTIS,78264781.0
2022-08-18,US,Refresh,20140224.0
2022-08-18,US,auth,22960498.470479958
2022-08-19,US,New Envelope,31154023.0
2022-08-19,US,RTIS,74833811.0
2022-08-19,US,Refresh,19227406.0
2022-08-19,US,auth,22658457.204560015
2022-08-20,US,New Envelope,33181030.0
2022-08-20,US,RTIS,66924474.0
2022-08-20,US,Refresh,18733729.0
2022-08-20,US,auth,23702826.166880012
2022-08-21,US,New Envelope,33467845.0
2022-08-21,US,RTIS,69494944.0
2022-08-21,US,Refresh,19079612.0
2022-08-21,US,auth,23954416.341680046
2022-08-22,US,New Envelope,35464554.0
2022-08-22,US,RTIS,82634529.0
2022-08-22,US,Refresh,19718527.0
2022-08-22,US,auth,25251497.68368
2022-08-23,US,New Envelope,30707238.0
2022-08-23,US,RTIS,83453266.0
2022-08-23,US,Refresh,20209841.0
2022-08-23,US,auth,22640681.443439994
2022-08-24,US,New Envelope,33429377.0
2022-08-24,US,RTIS,84519059.0
2022-08-24,US,Refresh,20524561.0
2022-08-24,US,auth,24285063.63568
2022-08-25,US,New Envelope,31791505.0
2022-08-25,US,RTIS,82199178.0
2022-08-25,US,Refresh,20675014.0
2022-08-25,US,auth,23381416.57064002
2022-08-26,US,New Envelope,33930116.0
2022-08-26,US,RTIS,77540835.0
2022-08-26,US,Refresh,19890645.0
2022-08-26,US,auth,24412399.241679978
2022-08-27,US,New Envelope,33199205.0
2022-08-27,US,RTIS,70620154.0
2022-08-27,US,Refresh,18916042.0
2022-08-27,US,auth,23755241.071119994
2022-08-28,US,New Envelope,34462896.0
2022-08-28,US,RTIS,73528881.0
2022-08-28,US,Refresh,18926406.0
2022-08-28,US,auth,24488703.866639998
2022-08-29,US,New Envelope,33356819.0
2022-08-29,US,RTIS,86206718.0
2022-08-29,US,Refresh,21288528.0
2022-08-29,US,auth,24422838.03736
2022-08-30,US,New Envelope,29939372.0
2022-08-30,US,RTIS,83417396.0
2022-08-30,US,Refresh,21624708.0
2022-08-30,US,auth,22541638.163440015
2022-08-31,US,New Envelope,34125219.0
2022-08-31,US,RTIS,82385098.0
2022-08-31,US,Refresh,21179576.0
2022-08-31,US,auth,24840592.798080057
2022-09-01,US,New Envelope,33524336.0
2022-09-01,US,RTIS,80101248.0
2022-09-01,US,Refresh,20495471.0
2022-09-01,US,auth,24334524.123760015
2022-09-02,US,New Envelope,31392880.0
2022-09-02,US,RTIS,76771696.0
2022-09-02,US,Refresh,19670373.0
2022-09-02,US,auth,22907718.395839982
2022-09-03,US,New Envelope,31106822.0
2022-09-03,US,RTIS,70213385.0
2022-09-03,US,Refresh,19118780.0
2022-09-03,US,auth,22610959.585839979
2022-09-04,US,New Envelope,34244940.0
2022-09-04,US,RTIS,71490027.0
2022-09-04,US,Refresh,19443629.0
2022-09-04,US,auth,24490127.754960038
2022-09-05,US,New Envelope,35641430.0
2022-09-05,US,RTIS,79281530.0
2022-09-05,US,Refresh,20497432.0
2022-09-05,US,auth,25544781.943360005
2022-09-06,US,New Envelope,35936830.0
2022-09-06,US,RTIS,87094153.0
2022-09-06,US,Refresh,21348958.0
2022-09-06,US,auth,25918766.909839988
2022-09-07,US,New Envelope,33695662.0
2022-09-07,US,RTIS,85223394.0
2022-09-07,US,Refresh,21968341.0
2022-09-07,US,auth,24789538.47152001
2022-09-08,US,New Envelope,33296275.0
2022-09-08,US,RTIS,87623528.0
2022-09-08,US,Refresh,21276163.0
2022-09-08,US,auth,24395392.29224
2022-09-09,US,New Envelope,31131606.0
2022-09-09,US,RTIS,81635198.0
2022-09-09,US,Refresh,20638152.0
2022-09-09,US,auth,22993812.075600009
2022-09-10,US,New Envelope,31608493.0
2022-09-10,US,RTIS,73729614.0
2022-09-10,US,Refresh,19121523.0
2022-09-10,US,auth,22893775.382480025
2022-09-11,US,New Envelope,33836640.0
2022-09-11,US,RTIS,77558682.0
2022-09-11,US,Refresh,20129279.0
2022-09-11,US,auth,24423469.809119992
2022-09-12,US,New Envelope,35240973.0
2022-09-12,US,RTIS,87747890.0
2022-09-12,US,Refresh,21373261.0
2022-09-12,US,auth,25528890.32544
2022-09-13,US,New Envelope,32845994.0
2022-09-13,US,RTIS,84521725.0
2022-09-13,US,Refresh,21099716.0
2022-09-13,US,auth,24086330.289280005
2022-09-14,US,New Envelope,32077431.0
2022-09-14,US,RTIS,82133979.0
2022-09-14,US,Refresh,20637988.0
2022-09-14,US,auth,23539401.934800036
2022-09-15,US,New Envelope,32004391.0
2022-09-15,US,RTIS,80968059.0
2022-09-15,US,Refresh,20341600.0
2022-09-15,US,auth,23430744.925760008
2022-09-16,US,New Envelope,32238776.0
2022-09-16,US,RTIS,77974846.0
2022-09-16,US,Refresh,19408490.0
2022-09-16,US,auth,23333006.44504004
2022-09-17,US,New Envelope,32950339.0
2022-09-17,US,RTIS,69318581.0
2022-09-17,US,Refresh,18527546.0
2022-09-17,US,auth,23521004.423359998
2022-09-18,US,New Envelope,35105052.0
2022-09-18,US,RTIS,72935925.0
2022-09-18,US,Refresh,18649223.0
2022-09-18,US,auth,24795489.983280011
2022-09-19,US,New Envelope,34055167.0
2022-09-19,US,RTIS,85408071.0
2022-09-19,US,Refresh,20809318.0
2022-09-19,US,auth,24713999.154560007
2022-09-20,US,New Envelope,33044580.0
2022-09-20,US,RTIS,83111759.0
2022-09-20,US,Refresh,20633580.0
2022-09-20,US,auth,24068525.058239989
2022-09-21,US,New Envelope,32463770.0
2022-09-21,US,RTIS,83456773.0
2022-09-21,US,Refresh,20779244.0
2022-09-21,US,auth,23746013.805519991
2022-09-22,US,New Envelope,32633460.0
2022-09-22,US,RTIS,82658678.0
2022-09-22,US,Refresh,20515280.0
2022-09-22,US,auth,23771415.736560009
2022-09-23,US,New Envelope,31711736.0
2022-09-23,US,RTIS,78433791.0
2022-09-23,US,Refresh,19095082.0
2022-09-23,US,auth,22893219.363520015
2022-09-24,US,New Envelope,32125244.0
2022-09-24,US,RTIS,69554489.0
2022-09-24,US,Refresh,17796991.0
2022-09-24,US,auth,22806104.218719985
2022-09-25,US,New Envelope,34171259.0
2022-09-25,US,RTIS,75083780.0
2022-09-25,US,Refresh,18792674.0
2022-09-25,US,auth,24222111.838239998
2022-09-26,US,New Envelope,33687418.0
2022-09-26,US,RTIS,86501491.0
2022-09-26,US,Refresh,32856595.0
2022-09-26,US,auth,27327849.098240007
2022-09-27,US,New Envelope,29737108.0
2022-09-27,US,RTIS,83038378.0
2022-09-27,US,Refresh,41205190.0
2022-09-27,US,auth,27065061.136160027
2022-09-28,US,New Envelope,27425121.0
2022-09-28,US,RTIS,81341107.0
2022-09-28,US,Refresh,43328961.0
2022-09-28,US,auth,26248908.767280009
2022-09-29,US,New Envelope,19021959.0
2022-09-29,US,RTIS,79533848.0
2022-09-29,US,Refresh,40464723.0
2022-09-29,US,auth,20740972.092239995
2022-09-30,US,New Envelope,18645623.0
2022-09-30,US,RTIS,76313449.0
2022-09-30,US,Refresh,39748628.0
2022-09-30,US,auth,20352720.248560015
2022-10-01,US,New Envelope,18073036.0
2022-10-01,US,RTIS,67572038.0
2022-10-01,US,Refresh,40018279.0
2022-10-01,US,auth,20081616.957440019
2022-10-02,US,New Envelope,19338895.0
2022-10-02,US,RTIS,72946441.0
2022-10-02,US,Refresh,41865893.0
2022-10-02,US,auth,21255813.613520011
2022-10-03,US,New Envelope,20689026.0
2022-10-03,US,RTIS,82944679.0
2022-10-03,US,Refresh,41612442.0
2022-10-03,US,auth,21975898.824000023
2022-10-04,US,New Envelope,19533435.0
2022-10-04,US,RTIS,81637033.0
2022-10-04,US,Refresh,41696526.0
2022-10-04,US,auth,21334101.633600015
2022-10-05,US,New Envelope,19810530.0
2022-10-05,US,RTIS,79422544.0
2022-10-05,US,Refresh,41469178.0
2022-10-05,US,auth,21438341.837520003
2022-10-06,US,New Envelope,19506551.0
2022-10-06,US,RTIS,79713582.0
2022-10-06,US,Refresh,40997058.0
2022-10-06,US,auth,21153665.34856
2022-10-07,US,New Envelope,18612783.0
2022-10-07,US,RTIS,75323117.0
2022-10-07,US,Refresh,40433064.0
2022-10-07,US,auth,20501398.038
2022-10-08,US,New Envelope,19264588.0
2022-10-08,US,RTIS,65428798.0
2022-10-08,US,Refresh,40902568.0
2022-10-08,US,auth,20978620.44295999
2022-10-09,US,New Envelope,19150454.0
2022-10-09,US,RTIS,68594721.0
2022-10-09,US,Refresh,43218039.0
2022-10-09,US,auth,21470460.239920005
2022-10-10,US,New Envelope,21107707.0
2022-10-10,US,RTIS,81658386.0
2022-10-10,US,Refresh,43754384.0
2022-10-10,US,auth,22729130.252720013
2022-10-11,US,New Envelope,19939909.0
2022-10-11,US,RTIS,83751528.0
2022-10-11,US,Refresh,43631384.0
2022-10-11,US,auth,22030011.48271998
2022-10-12,US,New Envelope,20322892.0
2022-10-12,US,RTIS,83879407.0
2022-10-12,US,Refresh,43426813.0
2022-10-12,US,auth,22200467.750719987
2022-10-13,US,New Envelope,19715654.0
2022-10-13,US,RTIS,82290146.0
2022-10-13,US,Refresh,42284127.0
2022-10-13,US,auth,21578021.567200013
2022-10-14,US,New Envelope,20103707.0
2022-10-14,US,RTIS,77533468.0
2022-10-14,US,Refresh,40787983.0
2022-10-14,US,auth,21528713.923840024
2022-10-15,US,New Envelope,20279488.0
2022-10-15,US,RTIS,67155895.0
2022-10-15,US,Refresh,40374009.0
