day,country_code,publisher,config_name,request_types,requests
2023-08-14,US,13827,na_us_savage ventures_ats,New Envelope,14.0
2023-08-14,US,13828,LATAM_MX_MILENIO_ATS,New Envelope,109.0
2023-08-14,US,13833,na_us_Moguldom - iOne Digital_ats,New Envelope,32.0
2023-08-14,US,13839,PubLink Enabled Test ATS Consumer,New Envelope,6144.0
2023-08-14,US,13844,NA_US_HearstTV_ATS,New Envelope,23252.0
2023-08-14,US,13845,APAC_REACH_EATWELL101_ATS,New Envelope,3.0
2023-08-14,US,13846,NA_US_WilliamsRacing_ATS4M,New Envelope,35.0
2023-08-14,US,13847,NA_US_MSCIndustrial_ATS4M,New Envelope,7575.0
2023-08-14,US,13848,NA_US_MobileFuse_ATS,New Envelope,1897.0
2023-08-14,US,13872,NA_US_Dickies_ATS4M,New Envelope,1421.0
2023-08-14,US,13874,NA_US_TRIVIACLUE_ATS,New Envelope,25237.0
2023-08-14,US,13875,NA_US_WANDERTRIVIA_ATS,New Envelope,21510.0
2023-08-14,US,13876,NA_US_DICTIONARYSCOOP_ATS,New Envelope,5155.0
2023-08-14,US,13878,NA_US_TRIVIASCOOP_ATS,New Envelope,29648.0
2023-08-14,US,13884,NA_US_AAAMountainWest_ATS4M,New Envelope,25668.0
2023-08-14,US,13886,NA_US_GeneralMills_ATS,New Envelope,42010.0
2023-08-14,US,13894,EU_FR_Mediastay,New Envelope,106.0
2023-08-14,US,13895,TTD + Publink Enabled Test ATS Consumer,New Envelope,288.0
2023-08-14,US,13897,EU_FR_Madeinwork/Ptitchef,New Envelope,6342.0
2023-08-14,US,13902,NA_US_AdPushUp - GlobalRPH_ATS,New Envelope,1.0
2023-08-14,US,13910,NA_US_USAA_ATS4M,New Envelope,295722.0
2023-08-14,US,13913,NA_US_TailoredBrands_ATS4M,New Envelope,12811.0
2023-08-14,US,13926,NA_US_UnwindMedia_ATS,New Envelope,5444.0
2023-08-14,US,13928,NA_US_Thomson Reuters_ATS,New Envelope,9154.0
2023-08-14,US,13934,NA_US_DailyDot_ATS,New Envelope,11.0
2023-08-14,US,13936,NA_US_IMVU_ATS,New Envelope,27578.0
2023-08-14,US,13939,ATS PAIR Test Config,New Envelope,305.0
2023-08-14,US,13940,NA_US_VikingCruises_ATS4M,New Envelope,12501.0
2023-08-14,US,13969,NA_US_Angi_ATS4M,New Envelope,8.0
2023-08-14,US,13972,NA_US_QUIZTREAT,New Envelope,38588.0
2023-08-14,US,13973,NA_US_WISETRIVIA,New Envelope,36957.0
2023-08-14,US,13976,EU_GB_ADVFN,New Envelope,608.0
2023-08-14,US,13994,NA_US_Enova_ATS,New Envelope,1399.0
2023-08-14,US,13996,NA_US_TV Tropes - Salon - Snopes_ATS,New Envelope,634.0
2023-08-14,US,13997,NA_US_AAANortheast_ATS4M,New Envelope,26254.0
2023-08-14,US,14005,NA_US_Plugshare,New Envelope,1400.0
2023-08-14,US,14006,NA_US_OfferUp_ATS (Web - no UID),New Envelope,10.0
2023-08-14,US,14012,NA_US_Trebel-M&M,New Envelope,11344.0
2023-08-14,US,14017,NA_US_Tastemade_ATS,New Envelope,132.0
2023-08-14,US,14020,NA_US_THEUSTRIVIA,New Envelope,3965.0
2023-08-15,US,2,Index Envelope Return,New Envelope,16261.0
2023-08-15,US,6,NA_US_AMC Networks_ATS,New Envelope,8.0
2023-08-15,US,14,Levi9 Envelope Test,New Envelope,10.0
2023-08-15,US,23,Rubicon Envelope Test,New Envelope,1.0
2023-08-15,US,26,NA_US_Hometalk_ATS,New Envelope,106694.0
2023-08-15,US,27,NA_US_Evite_ATS,New Envelope,668913.0
2023-08-15,US,33,NA_US_Newsweek_ATS,New Envelope,1448.0
2023-08-15,US,44,NA_US_Mediavine_ATS,New Envelope,120443.0
2023-08-15,US,66,NA_US_Publishers Clearing House_ATS,New Envelope,112879.0
2023-08-15,US,72,NA_US_Sovrn_ATS,New Envelope,18207.0
2023-08-15,US,84,NA_US_JoeTec_ATS,New Envelope,1023.0
2023-08-15,US,88,NA_US_Insticator_ATS,New Envelope,2.0
2023-08-15,US,90,Launch Potato Config,New Envelope,389.0
2023-08-15,US,101,NA_US_SlickDeals_ATS,New Envelope,32117.0
2023-08-15,US,106,NA_US_Freestar_ATS,New Envelope,2462.0
2023-08-15,US,111,NA_US_Raptive -Cafe Media_ATS,New Envelope,94220.0
2023-08-15,US,115,NA_US_Advanced Digital_ATS,New Envelope,587080.0
2023-08-15,US,122,NA_US_Firefly Engagement_ATS,New Envelope,42843.0
2023-08-15,US,130,NA_US_Mocospace_ATS,New Envelope,7.0
2023-08-15,US,1256,NA_US_American Media Inc_ATS,New Envelope,22924.0
2023-08-15,US,1257,NA_US_24hourcampfire_ATS,New Envelope,23.0
2023-08-15,US,1260,NA_US_Media Tradecraft_ATS,New Envelope,19699.0
2023-08-15,US,1262,NA_US_Nexstar_ATS,New Envelope,32453.0
2023-08-15,US,1263,NA_US_DailyCaller_ATS,New Envelope,573.0
2023-08-15,US,1267,NA_US_Chegg_ATS,New Envelope,28642.0
2023-08-15,US,1270,NA_US_Ziff Davis- EDH_ATS,New Envelope,103916.0
2023-08-15,US,1273,NA_US_Black Press Media - StarAdvertiser_ATS,New Envelope,1019.0
2023-08-15,US,1282,NA_US_TSM Solomid_ATS,New Envelope,248.0
2023-08-15,US,1284,NA_US_Hcode_ATS,New Envelope,3.0
2023-08-15,US,1285,NA_US_Tapatalk_ATS,New Envelope,890.0
2023-08-15,US,1288,NA_US_Golf_ATS,New Envelope,9.0
2023-08-15,US,1290,NA_US_Lensa_ATS,New Envelope,66278.0
2023-08-15,US,1291,NA_US_Adscend Media_ATS,New Envelope,623.0
2023-08-15,US,1293,NA_US_WebMD_ATS,New Envelope,283556.0
2023-08-15,US,1302,NA_US_KenKen Puzzles_ATS,New Envelope,8.0
2023-08-15,US,1303,NA_US_Clique Brands_ATS,New Envelope,4296.0
2023-08-15,US,1304,NA_US_Shmoop_ATS,New Envelope,4.0
2023-08-15,US,1319,NA_US_USAToday_ATS,New Envelope,197907.0
2023-08-15,US,1320,NA_US_Encyclopedia Britannica_ATS,New Envelope,564.0
2023-08-15,US,1323,NA_US_Adapex_ATS,New Envelope,6068.0
2023-08-15,US,1329,NA_US_Quizlet - Pubmatic_ATS,New Envelope,16716.0
2023-08-15,US,1330,NA_US_United Online_ATS,New Envelope,15090.0
2023-08-15,US,1331,NA_US_EliteProspects.com_ATS,New Envelope,7.0
2023-08-15,US,1336,NA_US_Prime Publishing_ATS,New Envelope,60897.0
2023-08-15,US,1352,NA_US_Drugs.com_ATS,New Envelope,4435.0
2023-08-15,US,1354,APAC_HK_Networld,New Envelope,91.0
2023-08-15,US,1365,NA_US_Leaf Group - cuteness.com_ATS,New Envelope,36.0
2023-08-15,US,1368,NA_US_Leaf Group - ehow.com_ATS,New Envelope,116.0
2023-08-15,US,1378,NA_US_Leaf Group - hunker.com_ATS,New Envelope,846.0
2023-08-15,US,1383,NA_US_Leaf Group - livestrong.com_ATS,New Envelope,14523.0
2023-08-15,US,1385,NA_US_Leaf Group - onlyinyourstate.com_ATS,New Envelope,405.0
2023-08-15,US,1394,NA_US_Leaf Group - sapling.com_ATS,New Envelope,7.0
2023-08-15,US,1400,NA_US_Leaf Group - techwalla.com_ATS,New Envelope,87.0
2023-08-15,US,1404,NA_US_Paltalk_ATS,New Envelope,1112.0
2023-08-15,US,1405,NA_US_McClatchy_ATS,New Envelope,45606.0
2023-08-15,US,1410,NA_US_Conde Nast - Bon Appetit_ATS,New Envelope,1.0
2023-08-15,US,1418,NA_US_Conde Nast - New Yorker_ATS,New Envelope,2.0
2023-08-15,US,1422,NA_US_Conde Nast - Wired_ATS,New Envelope,3.0
2023-08-15,US,1427,NA_US_LSN.com_ATS,New Envelope,701.0
2023-08-15,US,1434,NA_US_DailyVoice_ATS,New Envelope,15906.0
2023-08-15,US,1436,NA_US_Tribune Publishing_ATS,New Envelope,4505.0
2023-08-15,US,1448,NA_US_Zepto_ATS,New Envelope,1.0
2023-08-15,US,1451,APAC_Digital Photography School_ATS,New Envelope,303.0
2023-08-15,US,1458,NA_US_Monumetric_ATS,New Envelope,4.0
2023-08-15,US,1460,NA_US_Brit & Co_ATS,New Envelope,1.0
2023-08-15,US,1972,NA_US_Legacy.com_ATS,New Envelope,25786.0
2023-08-15,US,1974,NA_US_Healthline_ATS,New Envelope,52002.0
2023-08-15,US,2000,NA_US_Optimism Digital - Inbox Lab_ATS,New Envelope,466671.0
2023-08-15,US,2101,NA_US_Synacor_ATS,New Envelope,2.0
2023-08-15,US,2102,NA_US_iHeartMedia_ATS,New Envelope,82092.0
2023-08-15,US,2103,NA_US_Ziff Davis -ZMG_ATS,New Envelope,5830.0
2023-08-15,US,2124,NA_US_Comcast NBCUniversal NBC News_ATS,New Envelope,8255.0
2023-08-15,US,2146,NA_US_Comcast NBCUniversal MSNBC_ATS,New Envelope,14069.0
2023-08-15,US,2158,NA_US_Comcast NBCUniversal Today.com_ATS,New Envelope,23.0
2023-08-15,US,2161,NA_US_Fandom_ATS,New Envelope,31818.0
2023-08-15,US,2166,NA_US_Vertical Scope_ATS,New Envelope,43727.0
2023-08-15,US,2170,NA_US_Curiosity Media_ATS,New Envelope,208.0
2023-08-15,US,6789,e2etests: scoped env with pel partner id,New Envelope,3168.0
2023-08-15,US,12220,NA_US_PGA Tour_ATS,New Envelope,94.0
2023-08-15,US,12243,EU_UK_Future_Publishing,New Envelope,1205.0
2023-08-15,US,12244,EU_UK_Crash_Media,New Envelope,1.0
2023-08-15,US,13218,NA_US_The Tampa Bay Times_ATS,New Envelope,1134.0
2023-08-15,US,13221,NA_US_Patch_ATS,New Envelope,2981.0
2023-08-15,US,13222,NA_US_Tegna_ATS,New Envelope,33.0
2023-08-15,US,13233,NA_US_Realtor.com_ATS,New Envelope,38896.0
2023-08-15,US,13234,NA_US_Investing Channel_ATS,New Envelope,4165.0
2023-08-15,US,13243,NA_US_Camfrog_ATS,New Envelope,5141.0
2023-08-15,US,13248,NA_US_Salem Media_ATS,New Envelope,40.0
2023-08-15,US,13250,NA_US_Playwire_ATS,New Envelope,206835.0
2023-08-15,US,13251,e2etests: PS - Test Ridealong Open ID Consumer,New Envelope,6240.0
2023-08-15,US,13252,NA_US_Penske Media (PMC)_ATS,New Envelope,30845.0
2023-08-15,US,13253,e2etests: envelope api test,New Envelope,768.0
2023-08-15,US,13254,NA_US_InMobi_ATS,New Envelope,5949191.0
2023-08-15,US,13257,NA_US_MediaNews Group_ATS,New Envelope,2879.0
2023-08-15,US,13258,NA_US_Fox News_ATS,New Envelope,8677.0
2023-08-15,US,13287,APAC_NZME_ATS,New Envelope,126.0
2023-08-15,US,13291,EU_UK_ECG_Gumtree,New Envelope,256.0
2023-08-15,US,13292,NA_US_Vox Media_ATS,New Envelope,3311.0
2023-08-15,US,13294,NA_US_CBS_ATS,New Envelope,181083.0
2023-08-15,US,13296,NA_US_MLB_ATS,New Envelope,47900.0
2023-08-15,US,13297,EU_UK_PlanetSport,New Envelope,17.0
2023-08-15,US,13306,NA_US_TeamSnap_ATS,New Envelope,20196.0
2023-08-15,US,13307,NA_US_Hive Media_ATS,New Envelope,104.0
2023-08-15,US,13310,NA_US_Amazon_ATS,New Envelope,1968.0
2023-08-15,US,13345,NA_US_Tubi_ATS,New Envelope,21177195.0
2023-08-15,US,13346,NA_US_Adnimation_ATS,New Envelope,26.0
2023-08-15,US,13349,NA_US_Apartment Therapy_ATS,New Envelope,31834.0
2023-08-15,US,13353,NA_US_Maven.io_ATS,New Envelope,2207.0
2023-08-15,US,13360,NA_US_Wikihow_ATS,New Envelope,51.0
2023-08-15,US,13361,NA_US_Discovery_ATS,New Envelope,4380.0
2023-08-15,US,13363,e2etests: idl,New Envelope,240.0
2023-08-15,US,13396,NA_US_FloSports_ATS,New Envelope,5139.0
2023-08-15,US,13401,NA_US_Signup Genius_ATS,New Envelope,217701.0
2023-08-15,US,13402,NA_US_Cox Media Group (CMG)_ATS_ATS4M,New Envelope,119924.0
2023-08-15,US,13408,NA_US_Medscape_ATS,New Envelope,71889.0
2023-08-15,US,13428,NA_US_Flipboard_ATS,New Envelope,4.0
2023-08-15,US,13429,NA_US_ES.TV_ATS,New Envelope,15258.0
2023-08-15,US,13440,NA_US_Den of Geek_ATS,New Envelope,5.0
2023-08-15,US,13442,NA_US_Dell_ATS4M,New Envelope,15093.0
2023-08-15,US,13452,NA_US_Warner Media CNN_ATS,New Envelope,50412.0
2023-08-15,US,13453,NA_US_Longitude_ATS,New Envelope,250.0
2023-08-15,US,13468,NA_US_slate_ATS,New Envelope,15129.0
2023-08-15,US,13469,NA_US_Internet Brands - Pulsepoint_ATS,New Envelope,85614.0
2023-08-15,US,13484,e2etests: QE BBIDL (Ian Test),New Envelope,200.0
2023-08-15,US,13485,env to idl load test - kia,New Envelope,2880.0
2023-08-15,US,13496,NA_US_Maurices_ATS4M,New Envelope,31450.0
2023-08-15,US,13516,NA_US_News Corp - Dow Jones_ATS,New Envelope,203855.0
2023-08-15,US,13527,NA_US_Trulia_ATS,New Envelope,66060.0
2023-08-15,US,13529,NA_US_TripAdvisor_ATS,New Envelope,107068.0
2023-08-15,US,13542,APAC_AU_interplaymedia_zerohanger,New Envelope,1.0
2023-08-15,US,13544,NA_US_American Eagle_ATS4M,New Envelope,36600.0
2023-08-15,US,13553,NA_US_disqus_ATS,New Envelope,25219.0
2023-08-15,US,13572,NA_US_Buzzfeed_ATS,New Envelope,8.0
2023-08-15,US,13574,e2etests: facebook env,New Envelope,384.0
2023-08-15,US,13596,NA_US_Times of Israel_ATS,New Envelope,33.0
2023-08-15,US,13603,NA_US_Hearst_ATS,New Envelope,50543.0
2023-08-15,US,13605,NA_US_Tory Burch_ATS4M,New Envelope,26204.0
2023-08-15,US,13608,LATAM_AR_152Media_Radiocut,New Envelope,2.0
2023-08-15,US,13610,NA_US_Williams Sonoma_ATS4M,New Envelope,451394.0
2023-08-15,US,13618,NA_US_Bath And Body Works_ATS4M,New Envelope,710764.0
2023-08-15,US,13671,Chris Campbell Testing Placement,New Envelope,6.0
2023-08-15,US,13672,NA_US_SportsKeeda_ATS,New Envelope,137.0
2023-08-15,US,13683,EU_GB_PhoneArena_ATS,New Envelope,24.0
