day,country_code,publisher_id,config_name,request_types,requests
2023-08-01,AU,2,Index Envelope Return,New Envelope,4360.0
2023-08-01,AU,2,Index Envelope Return,RTIS,293730.0
2023-08-01,AU,2,Index Envelope Return,Refresh,2880.0
2023-08-01,AU,2,Index Envelope Return,auth,3191.3983999999996
2023-08-01,AU,14,Levi9 Envelope Test,Refresh,101.0
2023-08-01,AU,14,Levi9 Envelope Test,auth,24.24
2023-08-01,AU,24,Gourmet Ads,RTIS,270.0
2023-08-01,AU,24,Gourmet Ads,auth,0.0
2023-08-01,AU,33,NA_US_Newsweek_ATS,New Envelope,10.0
2023-08-01,AU,33,NA_US_Newsweek_ATS,RTIS,1258.0
2023-08-01,AU,33,NA_US_Newsweek_ATS,Refresh,52.0
2023-08-01,AU,33,NA_US_Newsweek_ATS,auth,18.2144
2023-08-01,AU,47,Topito,RTIS,7.0
2023-08-01,AU,47,Topito,auth,0.0
2023-08-01,AU,94,IDM Config,RTIS,1844.0
2023-08-01,AU,94,IDM Config,auth,0.0
2023-08-01,AU,101,NA_US_SlickDeals_ATS,New Envelope,13.0
2023-08-01,AU,101,NA_US_SlickDeals_ATS,RTIS,33.0
2023-08-01,AU,101,NA_US_SlickDeals_ATS,Refresh,49.0
2023-08-01,AU,101,NA_US_SlickDeals_ATS,auth,19.21472
2023-08-01,AU,105,Aniview Config,RTIS,81968.0
2023-08-01,AU,105,Aniview Config,auth,0.0
2023-08-01,AU,106,NA_US_Freestar_ATS,New Envelope,1239.0
2023-08-01,AU,106,NA_US_Freestar_ATS,RTIS,6539.0
2023-08-01,AU,106,NA_US_Freestar_ATS,Refresh,1038.0
2023-08-01,AU,106,NA_US_Freestar_ATS,auth,959.61216
2023-08-01,AU,109,Pubwise,RTIS,591.0
2023-08-01,AU,109,Pubwise,auth,0.0
2023-08-01,AU,111,NA_US_Raptive -Cafe Media_ATS,New Envelope,3062.0
2023-08-01,AU,111,NA_US_Raptive -Cafe Media_ATS,RTIS,65918.0
2023-08-01,AU,111,NA_US_Raptive -Cafe Media_ATS,Refresh,19462.0
2023-08-01,AU,111,NA_US_Raptive -Cafe Media_ATS,auth,6426.75328
2023-08-01,AU,113,Sonemic Config,RTIS,283.0
2023-08-01,AU,113,Sonemic Config,auth,0.0
2023-08-01,AU,124,APAC_AU_Domain.com.au,New Envelope,4305.0
2023-08-01,AU,124,APAC_AU_Domain.com.au,RTIS,1.0
2023-08-01,AU,124,APAC_AU_Domain.com.au,Refresh,53144.0
2023-08-01,AU,124,APAC_AU_Domain.com.au,auth,15223.2192
2023-08-01,AU,1256,NA_US_American Media Inc_ATS,New Envelope,5.0
2023-08-01,AU,1256,NA_US_American Media Inc_ATS,RTIS,768.0
2023-08-01,AU,1256,NA_US_American Media Inc_ATS,Refresh,4.0
2023-08-01,AU,1256,NA_US_American Media Inc_ATS,auth,3.8272
2023-08-01,AU,1269,Zaptush Prebid,RTIS,8.0
2023-08-01,AU,1269,Zaptush Prebid,auth,0.0
2023-08-01,AU,1285,NA_US_Tapatalk_ATS,New Envelope,57.0
2023-08-01,AU,1285,NA_US_Tapatalk_ATS,RTIS,3.0
2023-08-01,AU,1285,NA_US_Tapatalk_ATS,Refresh,1339.0
2023-08-01,AU,1285,NA_US_Tapatalk_ATS,auth,354.04608
2023-08-01,AU,1293,NA_US_WebMD_ATS,New Envelope,4910.0
2023-08-01,AU,1293,NA_US_WebMD_ATS,Refresh,1751.0
2023-08-01,AU,1293,NA_US_WebMD_ATS,auth,3235.8304
2023-08-01,AU,1294,AdTechFactory,RTIS,7.0
2023-08-01,AU,1294,AdTechFactory,auth,0.0
2023-08-01,AU,1320,NA_US_Encyclopedia Britannica_ATS,New Envelope,23.0
2023-08-01,AU,1320,NA_US_Encyclopedia Britannica_ATS,RTIS,68.0
2023-08-01,AU,1320,NA_US_Encyclopedia Britannica_ATS,Refresh,68.0
2023-08-01,AU,1320,NA_US_Encyclopedia Britannica_ATS,auth,29.50912
2023-08-01,AU,1333,NA_US_Dictionary.com - Pubmatic_ATS,RTIS,1.0
2023-08-01,AU,1333,NA_US_Dictionary.com - Pubmatic_ATS,auth,0.0
2023-08-01,AU,1352,NA_US_Drugs.com_ATS,New Envelope,128.0
2023-08-01,AU,1352,NA_US_Drugs.com_ATS,RTIS,1022.0
2023-08-01,AU,1352,NA_US_Drugs.com_ATS,Refresh,64.0
2023-08-01,AU,1352,NA_US_Drugs.com_ATS,auth,88.76032
2023-08-01,AU,1429,PubPlus,RTIS,3198.0
2023-08-01,AU,1429,PubPlus,auth,0.0
2023-08-01,AU,1430,greekrank.com,RTIS,1.0
2023-08-01,AU,1430,greekrank.com,auth,0.0
2023-08-01,AU,1451,APAC_Digital Photography School_ATS,New Envelope,16.0
2023-08-01,AU,1451,APAC_Digital Photography School_ATS,RTIS,39.0
2023-08-01,AU,1451,APAC_Digital Photography School_ATS,Refresh,37.0
2023-08-01,AU,1451,APAC_Digital Photography School_ATS,auth,18.055039999999998
2023-08-01,AU,1965,APAC_AU_OzBargain,New Envelope,27.0
2023-08-01,AU,1965,APAC_AU_OzBargain,RTIS,4183.0
2023-08-01,AU,1965,APAC_AU_OzBargain,Refresh,2140.0
2023-08-01,AU,1965,APAC_AU_OzBargain,auth,529.08288
2023-08-01,AU,1974,NA_US_Healthline_ATS,New Envelope,2013.0
2023-08-01,AU,1974,NA_US_Healthline_ATS,Refresh,2101.0
2023-08-01,AU,1974,NA_US_Healthline_ATS,auth,1658.5747199999998
2023-08-01,AU,1982,APAC_AU_Homeone,New Envelope,6.0
2023-08-01,AU,1982,APAC_AU_Homeone,RTIS,169.0
2023-08-01,AU,1982,APAC_AU_Homeone,Refresh,7.0
2023-08-01,AU,1982,APAC_AU_Homeone,auth,5.120639999999999
2023-08-01,AU,1983,APAC_AU_Swellnet,New Envelope,534.0
2023-08-01,AU,1983,APAC_AU_Swellnet,RTIS,330.0
2023-08-01,AU,1983,APAC_AU_Swellnet,Refresh,386.0
2023-08-01,AU,1983,APAC_AU_Swellnet,auth,398.85695999999996
2023-08-01,AU,1984,APAC_AU_Oursteps,New Envelope,3.0
2023-08-01,AU,1984,APAC_AU_Oursteps,RTIS,560.0
2023-08-01,AU,1984,APAC_AU_Oursteps,Refresh,840.0
2023-08-01,AU,1984,APAC_AU_Oursteps,auth,203.32031999999998
2023-08-01,AU,1987,APAC_AU_Rent.com.au,New Envelope,734.0
2023-08-01,AU,1987,APAC_AU_Rent.com.au,RTIS,643.0
2023-08-01,AU,1987,APAC_AU_Rent.com.au,Refresh,2603.0
2023-08-01,AU,1987,APAC_AU_Rent.com.au,auth,1045.62496
2023-08-01,AU,1988,APAC_AU_Calculate Stuff,RTIS,16.0
2023-08-01,AU,1988,APAC_AU_Calculate Stuff,auth,0.0
2023-08-01,AU,1990,APAC_AU_Interest.co.nz,RTIS,28.0
2023-08-01,AU,1990,APAC_AU_Interest.co.nz,Refresh,48.0
2023-08-01,AU,1990,APAC_AU_Interest.co.nz,auth,11.52
2023-08-01,AU,2000,NA_US_Optimism Digital - Inbox Lab_ATS,New Envelope,805.0
2023-08-01,AU,2000,NA_US_Optimism Digital - Inbox Lab_ATS,Refresh,1546.0
2023-08-01,AU,2000,NA_US_Optimism Digital - Inbox Lab_ATS,auth,832.65919999999994
2023-08-01,AU,2002,APAC_AU_ozflatmates.com,RTIS,4.0
2023-08-01,AU,2002,APAC_AU_ozflatmates.com,auth,0.0
2023-08-01,AU,2004,APAC_AU_iknowthepilot.com.au,New Envelope,77.0
2023-08-01,AU,2004,APAC_AU_iknowthepilot.com.au,RTIS,227.0
2023-08-01,AU,2004,APAC_AU_iknowthepilot.com.au,Refresh,62.0
2023-08-01,AU,2004,APAC_AU_iknowthepilot.com.au,auth,59.03488
2023-08-01,AU,2161,NA_US_Fandom_ATS,New Envelope,1964.0
2023-08-01,AU,2161,NA_US_Fandom_ATS,RTIS,22422.0
2023-08-01,AU,2161,NA_US_Fandom_ATS,Refresh,7386.0
2023-08-01,AU,2161,NA_US_Fandom_ATS,auth,2898.87616
2023-08-01,AU,6789,e2etests: scoped env with pel partner id,New Envelope,1728.0
2023-08-01,AU,6789,e2etests: scoped env with pel partner id,Refresh,1536.0
2023-08-01,AU,6789,e2etests: scoped env with pel partner id,auth,1359.54432
2023-08-01,AU,12220,NA_US_PGA Tour_ATS,New Envelope,1.0
2023-08-01,AU,12220,NA_US_PGA Tour_ATS,Refresh,50.0
2023-08-01,AU,12220,NA_US_PGA Tour_ATS,auth,12.57344
2023-08-01,AU,12243,EU_UK_Future_Publishing,New Envelope,87.0
2023-08-01,AU,12243,EU_UK_Future_Publishing,Refresh,273.0
2023-08-01,AU,12243,EU_UK_Future_Publishing,auth,115.40928
2023-08-01,AU,12244,EU_UK_Crash_Media,Refresh,3.0
2023-08-01,AU,12244,EU_UK_Crash_Media,auth,0.72
2023-08-01,AU,13243,NA_US_Camfrog_ATS,New Envelope,14.0
2023-08-01,AU,13243,NA_US_Camfrog_ATS,Refresh,1342.0
2023-08-01,AU,13243,NA_US_Camfrog_ATS,auth,330.10816
2023-08-01,AU,13251,e2etests: PS - Test Ridealong Open ID Consumer,New Envelope,288.0
2023-08-01,AU,13251,e2etests: PS - Test Ridealong Open ID Consumer,Refresh,96.0
2023-08-01,AU,13251,e2etests: PS - Test Ridealong Open ID Consumer,auth,188.19071999999997
2023-08-01,AU,13253,e2etests: envelope api test,New Envelope,288.0
2023-08-01,AU,13253,e2etests: envelope api test,Refresh,192.0
2023-08-01,AU,13253,e2etests: envelope api test,auth,211.23071999999996
2023-08-01,AU,13287,APAC_NZME_ATS,New Envelope,452.0
2023-08-01,AU,13287,APAC_NZME_ATS,RTIS,3507.0
2023-08-01,AU,13287,APAC_NZME_ATS,Refresh,9518.0
2023-08-01,AU,13287,APAC_NZME_ATS,auth,2543.5148799999997
2023-08-01,AU,13292,NA_US_Vox Media_ATS,New Envelope,22.0
2023-08-01,AU,13292,NA_US_Vox Media_ATS,RTIS,4997.0
2023-08-01,AU,13292,NA_US_Vox Media_ATS,Refresh,4896.0
2023-08-01,AU,13292,NA_US_Vox Media_ATS,auth,1187.65568
2023-08-01,AU,13296,NA_US_MLB_ATS,New Envelope,302.0
2023-08-01,AU,13296,NA_US_MLB_ATS,RTIS,627.0
2023-08-01,AU,13296,NA_US_MLB_ATS,Refresh,4398.0
2023-08-01,AU,13296,NA_US_MLB_ATS,auth,1228.69888
2023-08-01,AU,13349,NA_US_Apartment Therapy_ATS,New Envelope,565.0
2023-08-01,AU,13349,NA_US_Apartment Therapy_ATS,RTIS,6702.0
2023-08-01,AU,13349,NA_US_Apartment Therapy_ATS,Refresh,480.0
2023-08-01,AU,13349,NA_US_Apartment Therapy_ATS,auth,439.19359999999995
